wxDVFileHeaderVer.1
base (2) - Energy Use| Total,base (2) - Energy Use| Net,base (2) - Fuel Use| Electricity: Total,base (2) - Fuel Use| Electricity: Net,base (2) - Fuel Use| Natural Gas: Total,base (2) - End Use| Electricity: Heating,base (2) - End Use| Electricity: Heating Fans/Pumps,base (2) - End Use| Electricity: Heating Heat Pump Backup,base (2) - End Use| Electricity: Heating Heat Pump Backup Fans/Pumps,base (2) - End Use| Electricity: Cooling,base (2) - End Use| Electricity: Cooling Fans/Pumps,base (2) - End Use| Electricity: Lighting Interior,base (2) - End Use| Electricity: Lighting Garage,base (2) - End Use| Electricity: Lighting Exterior,base (2) - End Use| Electricity: Mech Vent,base (2) - End Use| Electricity: Refrigerator,base (2) - End Use| Electricity: Dishwasher,base (2) - End Use| Electricity: Clothes Washer,base (2) - End Use| Electricity: Clothes Dryer,base (2) - End Use| Electricity: Range/Oven,base (2) - End Use| Electricity: Television,base (2) - End Use| Electricity: Plug Loads,base (2) - End Use| Electricity: Battery,base (2) - End Use| Natural Gas: Hot Water,base (2) - Emissions| CO2e: BEopt: Total,base (2) - Emissions| CO2e: BEopt: Net,base (2) - Emissions| CO2e: BEopt: Electricity: Total,base (2) - Emissions| CO2e: BEopt: Electricity: Net,base (2) - Emissions| CO2e: BEopt: Natural Gas: Total,base (2) - Emissions| CO2e: BEopt: Electricity: Heating,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Cooling,base (2) - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Interior,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Garage,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,base (2) - Emissions| CO2e: BEopt: Electricity: Mech Vent,base (2) - Emissions| CO2e: BEopt: Electricity: Refrigerator,base (2) - Emissions| CO2e: BEopt: Electricity: Dishwasher,base (2) - Emissions| CO2e: BEopt: Electricity: Clothes Washer,base (2) - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,base (2) - Emissions| CO2e: BEopt: Electricity: Range/Oven,base (2) - Emissions| CO2e: BEopt: Electricity: Television,base (2) - Emissions| CO2e: BEopt: Electricity: Plug Loads,base (2) - Emissions| CO2e: BEopt: Electricity: Battery,base (2) - Emissions| CO2e: BEopt: Natural Gas: Hot Water,base (2) - Hot Water| Clothes Washer,base (2) - Hot Water| Dishwasher,base (2) - Hot Water| Fixtures,base (2) - Hot Water| Distribution Waste,base (2) - Load| Heating: Delivered,base (2) - Load| Heating: Heat Pump Backup,base (2) - Load| Cooling: Delivered,base (2) - Load| Hot Water: Delivered,base (2) - Load| Hot Water: Tank Losses,base (2) - Component Load| Heating: Roofs,base (2) - Component Load| Heating: Ceilings,base (2) - Component Load| Heating: Walls,base (2) - Component Load| Heating: Doors,base (2) - Component Load| Heating: Windows Conduction,base (2) - Component Load| Heating: Windows Solar,base (2) - Component Load| Heating: Floors,base (2) - Component Load| Heating: Internal Mass,base (2) - Component Load| Heating: Infiltration,base (2) - Component Load| Heating: Mechanical Ventilation,base (2) - Component Load| Heating: Ducts,base (2) - Component Load| Heating: Internal Gains,base (2) - Component Load| Heating: Lighting,base (2) - Component Load| Cooling: Roofs,base (2) - Component Load| Cooling: Ceilings,base (2) - Component Load| Cooling: Walls,base (2) - Component Load| Cooling: Doors,base (2) - Component Load| Cooling: Windows Conduction,base (2) - Component Load| Cooling: Windows Solar,base (2) - Component Load| Cooling: Floors,base (2) - Component Load| Cooling: Internal Mass,base (2) - Component Load| Cooling: Infiltration,base (2) - Component Load| Cooling: Natural Ventilation,base (2) - Component Load| Cooling: Mechanical Ventilation,base (2) - Component Load| Cooling: Ducts,base (2) - Component Load| Cooling: Internal Gains,base (2) - Component Load| Cooling: Lighting,base (2) - Unmet Hours| Heating,base (2) - Unmet Hours| Cooling,base (2) - Unmet Hours| EV Driving,base (2) - Temperature| Garage,base (2) - Temperature| Conditioned Space,base (2) - Temperature| Basement - Unconditioned,base (2) - Temperature| Attic - Vented,base (2) - Temperature| Crawlspace - Unvented,base (2) - Temperature| Heating Setpoint,base (2) - Temperature| Cooling Setpoint,base (2) - Airflow| Infiltration,base (2) - Airflow| Mechanical Ventilation,base (2) - Airflow| Natural Ventilation,base (2) - Weather| Drybulb Temperature,base (2) - Weather| Wetbulb Temperature,base (2) - Weather| Relative Humidity,base (2) - Weather| Wind Speed,base (2) - Weather| Diffuse Solar Radiation,base (2) - Weather| Direct Solar Radiation,base (2) - Resilience| Battery
22.193,22.193,6.07,6.07,1.482,0.454,0.083,0.0,0.0,0.0,0.0,0.198,0.005,0.014,0.032,0.042,0.012,0.006,0.099,0.062,0.095,0.322,4.648,1.482,4.82888,4.82888,4.65552,4.65552,0.17336,0.34794,0.06355,0.0,0.0,0.0,0.0,0.15158,0.00353,0.01044,0.02418,0.03203,0.00884,0.00497,0.07608,0.04736,0.07324,0.2468,3.565,0.17336,0.147,0.123,0.907,0.312,5.493,0.0,0.0,0.82,0.282,1.199,0.237,3.308,0.041,0.398,-1.816,0.678,0.848,0.23,1.873,0.823,-1.652,-0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.573,71.0,71.771,59.091,65.811,71.0,76.0,11.864,96.807,0.0,53.06,50.765,86.0,11.632,67.521,55.475,5.0
6.64,6.64,1.513,1.513,1.477,0.388,0.071,0.0,0.0,0.0,0.0,0.209,0.005,0.015,0.032,0.042,0.009,0.005,0.084,0.077,0.093,0.315,0.17,1.477,1.33341,1.33341,1.16057,1.16057,0.17283,0.29794,0.05412,0.0,0.0,0.0,0.0,0.16024,0.00353,0.01116,0.02418,0.03203,0.00692,0.00406,0.06472,0.05868,0.07161,0.24131,0.13007,0.17283,0.12,0.096,0.815,0.28,4.716,0.0,0.0,0.721,0.275,0.916,0.196,2.707,0.036,0.607,-1.117,0.569,0.583,0.191,1.757,0.666,-1.681,-0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.954,71.0,71.642,60.744,65.925,71.0,76.0,10.368,95.806,0.0,53.96,50.594,80.0,10.29,70.374,3.804,5.0
4.583,4.583,1.343,1.343,0.0,0.361,0.066,0.0,0.0,0.0,0.0,0.232,0.006,0.016,0.032,0.041,0.01,0.006,0.09,0.059,0.098,0.329,0.0,0.0,1.03021,1.03021,1.03021,1.03021,0.0,0.27665,0.05025,0.0,0.0,0.0,0.0,0.17756,0.00437,0.0126,0.02418,0.03126,0.00731,0.0043,0.06926,0.0453,0.07486,0.25228,0.0,0.0,0.128,0.102,0.783,0.269,4.376,0.0,0.0,0.705,0.269,0.685,0.164,2.237,0.034,0.904,-0.632,0.55,0.426,0.209,1.764,0.575,-1.75,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.37,71.0,71.487,60.874,66.032,71.0,76.0,11.369,96.206,0.0,53.96,50.594,80.0,11.632,39.308,3.17,5.0
6.377,6.377,1.435,1.435,1.482,0.326,0.059,0.0,0.0,0.0,0.0,0.282,0.007,0.021,0.032,0.044,0.01,0.005,0.081,0.123,0.102,0.343,0.0,1.482,1.27369,1.27369,1.10033,1.10033,0.17336,0.24967,0.04536,0.0,0.0,0.0,0.0,0.21654,0.00521,0.01584,0.02418,0.03355,0.00731,0.00414,0.06245,0.09471,0.07812,0.26325,0.0,0.17336,0.123,0.102,0.937,0.322,3.944,0.0,0.0,0.818,0.269,0.545,0.146,2.049,0.041,1.08,-0.323,0.546,0.394,0.21,1.752,0.537,-2.066,-0.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.196,71.0,71.351,60.095,66.118,71.0,76.0,11.395,95.605,0.0,53.96,51.627,86.0,11.632,19.971,0.634,5.0
8.114,8.114,1.609,1.609,2.625,0.292,0.053,0.0,0.0,0.0,0.0,0.367,0.01,0.026,0.032,0.048,0.012,0.005,0.08,0.201,0.11,0.372,0.0,2.625,1.54096,1.54096,1.23379,1.23379,0.30717,0.22419,0.04073,0.0,0.0,0.0,0.0,0.28151,0.0074,0.02016,0.02418,0.0366,0.00942,0.00406,0.06131,0.15442,0.08463,0.28519,0.0,0.30717,0.12,0.131,1.221,0.42,3.538,0.0,0.0,1.041,0.268,0.464,0.13,2.059,0.05,1.257,0.004,0.538,0.334,0.189,1.75,0.487,-2.469,-1.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.811,71.0,71.233,59.082,66.18,71.0,76.0,10.28,95.505,0.0,53.96,51.627,86.0,10.29,0.0,0.0,5.0
7.746,7.746,1.727,1.727,1.854,0.304,0.056,0.0,0.0,0.0,0.0,0.486,0.018,0.03,0.032,0.05,0.022,0.005,0.076,0.157,0.112,0.379,0.0,1.854,1.54129,1.54129,1.32435,1.32435,0.21694,0.23343,0.04293,0.0,0.0,0.0,0.0,0.37245,0.01412,0.02304,0.02418,0.03813,0.01673,0.00406,0.05791,0.12045,0.08625,0.29067,0.0,0.21694,0.12,0.233,1.31,0.45,3.647,0.0,0.0,1.167,0.272,0.471,0.123,2.23,0.059,1.419,0.005,0.541,0.3,0.273,1.955,0.439,-2.507,-1.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.313,71.0,71.105,57.494,66.211,71.0,76.0,13.253,95.204,0.0,51.98,50.867,93.0,12.751,0.0,0.0,5.0
7.397,7.397,1.729,1.729,1.498,0.293,0.054,0.0,0.0,0.0,0.0,0.593,0.026,0.032,0.032,0.048,0.028,0.005,0.076,0.081,0.106,0.358,0.0,1.498,1.50125,1.50125,1.32604,1.32604,0.17521,0.22466,0.04104,0.0,0.0,0.0,0.0,0.45474,0.01967,0.02448,0.02418,0.0366,0.02134,0.00406,0.05791,0.06177,0.08137,0.27422,0.0,0.17521,0.12,0.297,1.311,0.451,3.53,0.0,0.0,1.202,0.273,0.525,0.121,2.464,0.066,1.339,0.006,0.538,0.237,0.297,1.841,0.454,-2.333,-2.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.849,71.0,71.012,56.528,66.23,71.0,76.0,15.306,95.204,0.0,53.06,51.43,90.0,14.987,0.0,0.0,5.0
7.447,7.447,1.744,1.744,1.497,0.337,0.062,0.0,0.0,0.0,0.0,0.621,0.025,0.033,0.032,0.047,0.023,0.005,0.077,0.047,0.1,0.336,0.0,1.497,1.51268,1.51268,1.33757,1.33757,0.17511,0.25845,0.04782,0.0,0.0,0.0,0.0,0.47639,0.019,0.0252,0.02418,0.03584,0.0173,0.00406,0.05904,0.03603,0.07649,0.25777,0.0,0.17511,0.12,0.241,1.314,0.452,4.025,0.0,0.0,1.171,0.274,0.571,0.116,2.63,0.069,1.485,0.006,0.51,0.073,0.348,2.054,0.441,-2.155,-2.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.444,71.0,70.932,55.507,66.23,71.0,76.0,16.078,95.305,0.0,51.08,50.457,96.0,14.987,0.0,0.0,6.0
6.822,6.822,1.561,1.561,1.494,0.366,0.067,0.0,0.0,0.0,0.0,0.446,0.021,0.031,0.032,0.046,0.017,0.005,0.08,0.034,0.095,0.322,0.0,1.494,1.37244,1.37244,1.19759,1.19759,0.17485,0.28109,0.05171,0.0,0.0,0.0,0.0,0.34214,0.01614,0.0234,0.02418,0.03508,0.01288,0.00389,0.06131,0.02574,0.07324,0.2468,0.0,0.17485,0.115,0.179,1.285,0.442,4.403,0.0,0.0,1.111,0.275,0.59,0.108,2.72,0.071,1.382,0.004,0.459,-0.161,0.274,1.963,0.503,-1.984,-1.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.132,71.0,70.907,55.055,66.227,71.0,76.0,13.267,95.505,0.0,51.98,50.867,93.0,12.751,0.0,0.0,6.0
5.995,5.995,1.323,1.323,1.48,0.431,0.079,0.0,0.0,0.0,0.0,0.226,0.014,0.026,0.032,0.044,0.011,0.003,0.065,0.021,0.085,0.286,0.0,1.48,1.18794,1.18794,1.01473,1.01473,0.17321,0.33023,0.06076,0.0,0.0,0.0,0.0,0.17323,0.01059,0.02016,0.02418,0.03355,0.00846,0.00265,0.04996,0.01647,0.0651,0.21938,0.0,0.17321,0.079,0.118,0.906,0.312,5.185,0.0,0.0,0.779,0.278,0.597,0.101,2.765,0.07,1.366,0.002,0.393,-0.408,0.276,1.942,0.551,-1.697,-0.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.905,71.0,70.931,54.768,66.221,71.0,76.0,13.385,94.503,0.0,51.98,50.867,93.0,12.751,0.0,0.0,7.0
5.523,5.523,1.188,1.188,1.471,0.498,0.092,0.0,0.0,0.0,0.0,0.102,0.009,0.022,0.032,0.041,0.008,0.002,0.036,0.015,0.076,0.257,0.0,1.471,1.08295,1.08295,0.91086,0.91086,0.17209,0.38176,0.07025,0.0,0.0,0.0,0.0,0.07796,0.00656,0.01692,0.02418,0.03126,0.00596,0.00141,0.02725,0.01132,0.05859,0.19744,0.0,0.17209,0.042,0.083,0.655,0.225,6.008,0.0,0.0,0.555,0.28,0.647,0.107,2.846,0.069,1.371,0.001,0.354,-0.499,0.332,1.899,0.647,-1.418,-0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.735,71.0,71.012,54.464,66.212,71.0,76.0,16.142,92.499,0.0,51.98,50.866,93.0,14.987,0.0,0.0,7.0
5.361,5.361,1.143,1.143,1.46,0.53,0.097,0.0,0.0,0.0,0.0,0.068,0.005,0.019,0.032,0.04,0.004,0.001,0.015,0.009,0.074,0.25,0.0,1.46,1.04775,1.04775,0.87697,0.87697,0.17078,0.40619,0.07475,0.0,0.0,0.0,0.0,0.05197,0.00387,0.0144,0.02418,0.0305,0.00288,0.00074,0.01135,0.00721,0.05696,0.19195,0.0,0.17078,0.022,0.04,0.345,0.119,6.4,0.0,0.0,0.289,0.276,0.731,0.121,2.964,0.069,1.347,0.001,0.348,-0.44,0.263,1.868,0.746,-1.386,-0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.623,71.0,71.139,54.331,66.197,71.0,76.0,12.764,91.097,0.0,51.98,51.346,96.0,11.632,0.0,0.0,7.0
3.78,3.78,1.108,1.108,0.0,0.535,0.098,0.0,0.0,0.0,0.0,0.056,0.004,0.017,0.032,0.039,0.002,0.001,0.009,0.009,0.07,0.236,0.0,0.0,0.84961,0.84961,0.84961,0.84961,0.0,0.41024,0.07499,0.0,0.0,0.0,0.0,0.04331,0.00319,0.01332,0.02418,0.02974,0.00135,0.00058,0.00681,0.00721,0.05371,0.18099,0.0,0.0,0.017,0.019,0.157,0.054,6.501,0.0,0.0,0.136,0.284,0.8,0.133,3.056,0.069,1.246,0.001,0.346,-0.361,0.19,1.75,0.79,-1.326,-0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.582,71.0,71.269,54.505,66.186,71.0,76.0,9.797,90.696,0.0,53.06,52.414,96.0,8.053,0.0,0.0,6.0
3.787,3.787,1.11,1.11,0.0,0.553,0.101,0.0,0.0,0.0,0.0,0.056,0.003,0.017,0.032,0.038,0.001,0.0,0.006,0.005,0.068,0.229,0.0,0.0,0.85131,0.85131,0.85131,0.85131,0.0,0.42396,0.0775,0.0,0.0,0.0,0.0,0.04331,0.00252,0.01332,0.02418,0.02898,0.00096,0.00033,0.00454,0.00412,0.05208,0.1755,0.0,0.0,0.01,0.013,0.094,0.032,6.722,0.0,0.0,0.082,0.279,0.848,0.141,3.102,0.067,1.252,0.001,0.343,-0.305,0.203,1.745,0.799,-1.283,-0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.593,71.0,71.359,54.609,66.176,71.0,76.0,10.471,90.496,0.0,53.06,53.06,100.0,9.171,0.0,0.0,6.0
5.286,5.286,1.123,1.123,1.453,0.576,0.105,0.0,0.0,0.0,0.0,0.056,0.004,0.016,0.032,0.037,0.001,0.0,0.003,0.005,0.066,0.222,0.0,1.453,1.03162,1.03162,0.86161,0.86161,0.17002,0.4419,0.08078,0.0,0.0,0.0,0.0,0.04331,0.00286,0.0126,0.02418,0.02821,0.00058,0.00033,0.00227,0.00412,0.05045,0.17002,0.0,0.17002,0.01,0.008,0.157,0.054,7.012,0.0,0.0,0.126,0.277,0.881,0.147,3.115,0.066,1.286,0.001,0.338,-0.262,0.31,1.738,0.823,-1.239,-0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.609,71.0,71.417,54.562,66.166,71.0,76.0,16.051,90.295,0.0,53.06,53.06,100.0,14.987,0.0,0.0,6.0
3.87,3.87,1.134,1.134,0.0,0.567,0.103,0.0,0.0,0.0,0.0,0.062,0.005,0.016,0.032,0.036,0.001,0.001,0.006,0.009,0.068,0.229,0.0,0.0,0.86991,0.86991,0.86991,0.86991,0.0,0.43496,0.07907,0.0,0.0,0.0,0.0,0.04764,0.00353,0.0126,0.02418,0.02745,0.00058,0.00058,0.00454,0.00721,0.05208,0.1755,0.0,0.0,0.017,0.008,0.437,0.15,6.933,0.0,0.0,0.339,0.282,0.919,0.155,3.138,0.065,1.209,0.001,0.344,-0.184,0.262,1.649,0.856,-1.271,-0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.652,71.0,71.475,54.805,66.162,71.0,76.0,14.328,90.496,0.0,53.96,53.96,100.0,13.869,0.0,0.0,6.0
-13.421,-13.421,-4.373,-4.373,1.5,0.554,0.101,0.0,0.0,0.0,0.0,0.102,0.007,0.018,0.032,0.036,0.003,0.001,0.009,0.015,0.07,0.236,-5.555,1.5,-3.17849,-3.17849,-3.35399,-3.35399,0.17549,0.42495,0.07725,0.0,0.0,0.0,0.0,0.07796,0.00521,0.01404,0.02418,0.02745,0.00192,0.00091,0.00681,0.01132,0.05371,0.18099,-4.26068,0.17549,0.027,0.027,1.631,0.56,6.77,0.0,0.0,1.236,0.279,0.953,0.162,3.154,0.063,1.221,0.001,0.358,-0.095,0.287,1.653,0.845,-1.486,-0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.724,71.0,71.515,55.023,66.16,71.0,76.0,15.652,90.696,0.0,53.96,53.96,100.0,14.987,0.0,0.0,2.0
-5.334,-5.334,-2.945,-2.945,4.713,0.496,0.089,0.0,0.0,0.0,0.0,0.169,0.009,0.021,0.032,0.038,0.005,0.002,0.024,0.034,0.079,0.265,-4.206,4.713,-1.70699,-1.70699,-2.25846,-2.25846,0.55147,0.38038,0.06835,0.0,0.0,0.0,0.0,0.12993,0.00706,0.01584,0.02418,0.02898,0.00385,0.00182,0.01817,0.02574,0.06022,0.20292,-3.22588,0.55147,0.054,0.054,3.688,1.268,6.112,0.0,0.0,2.797,0.28,1.004,0.173,3.195,0.062,1.082,0.002,0.392,0.06,0.262,1.469,0.824,-1.837,-0.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.405,71.0,71.539,55.654,66.17,71.0,76.0,16.244,91.698,0.0,55.94,55.259,96.0,16.106,0.0,0.0,0.0
8.452,8.452,1.556,1.556,3.144,0.48,0.086,0.0,0.0,0.0,0.0,0.215,0.009,0.019,0.032,0.04,0.008,0.005,0.047,0.056,0.089,0.3,0.169,3.144,1.56107,1.56107,1.19318,1.19318,0.36789,0.36826,0.06617,0.0,0.0,0.0,0.0,0.16457,0.00689,0.01476,0.02418,0.0305,0.00596,0.00406,0.03633,0.04324,0.06835,0.23034,0.12956,0.36789,0.12,0.083,3.668,1.261,5.915,0.0,0.0,2.826,0.276,1.002,0.173,3.143,0.059,1.136,0.002,0.404,0.101,0.234,1.494,0.745,-1.847,-0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.116,71.0,71.509,56.09,66.185,71.0,76.0,14.527,93.301,0.0,55.94,55.259,96.0,14.987,0.0,0.0,0.0
9.345,9.345,1.374,1.374,4.655,0.42,0.074,0.0,0.0,0.0,0.0,0.232,0.007,0.015,0.032,0.041,0.015,0.008,0.071,0.062,0.091,0.307,0.0,4.655,1.59889,1.59889,1.05421,1.05421,0.54468,0.32246,0.057,0.0,0.0,0.0,0.0,0.17756,0.00572,0.01116,0.02418,0.03126,0.01115,0.00604,0.0545,0.04736,0.06998,0.23583,0.0,0.54468,0.179,0.155,2.973,1.022,5.258,0.0,0.0,2.389,0.274,1.052,0.184,3.158,0.055,0.703,-0.304,0.458,0.293,0.208,1.203,0.722,-1.686,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.321,71.0,71.477,57.45,66.219,71.0,76.0,16.335,94.904,0.0,59.0,57.191,90.0,17.224,18.703,0.0,0.0
6.037,6.037,1.321,1.321,1.53,0.349,0.061,0.0,0.0,0.0,0.0,0.232,0.006,0.012,0.032,0.041,0.016,0.009,0.101,0.064,0.091,0.307,0.0,1.53,1.19211,1.19211,1.01313,1.01313,0.17898,0.26759,0.0466,0.0,0.0,0.0,0.0,0.17756,0.00488,0.009,0.02418,0.03126,0.0125,0.00712,0.07721,0.04941,0.06998,0.23583,0.0,0.17898,0.211,0.174,2.317,0.797,4.43,0.0,0.0,1.929,0.272,1.054,0.185,3.041,0.043,0.379,-0.489,0.5,0.397,0.159,0.908,0.644,-1.602,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.572,71.0,71.441,59.861,66.281,71.0,76.0,16.814,96.908,0.0,62.06,58.985,84.0,18.343,30.749,5.706,0.0
7.569,7.569,1.33,1.33,3.03,0.364,0.064,0.0,0.0,0.0,0.0,0.22,0.006,0.011,0.032,0.04,0.014,0.009,0.115,0.056,0.091,0.307,0.0,3.03,1.37486,1.37486,1.02031,1.02031,0.35455,0.27891,0.0493,0.0,0.0,0.0,0.0,0.1689,0.00454,0.00864,0.02418,0.0305,0.01077,0.00695,0.08857,0.04324,0.06998,0.23583,0.0,0.35455,0.206,0.15,1.872,0.643,4.539,0.0,0.0,1.589,0.273,0.979,0.172,2.725,0.032,0.583,-0.564,0.499,0.366,0.306,1.24,0.544,-1.59,-0.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.947,71.0,71.345,60.621,66.335,71.0,76.0,23.962,97.91,0.0,59.0,58.464,97.0,21.922,41.21,0.317,0.0
6.127,6.127,1.356,1.356,1.501,0.376,0.068,0.0,0.0,0.0,0.0,0.209,0.005,0.011,0.032,0.04,0.012,0.008,0.12,0.067,0.093,0.315,0.0,1.501,1.21545,1.21545,1.03989,1.03989,0.17556,0.28849,0.05183,0.0,0.0,0.0,0.0,0.16024,0.0042,0.00864,0.02418,0.0305,0.00923,0.00621,0.09197,0.05147,0.07161,0.24131,0.0,0.17556,0.184,0.129,1.473,0.506,4.618,0.0,0.0,1.263,0.269,0.867,0.157,2.404,0.031,0.82,-0.548,0.503,0.333,0.273,1.575,0.559,-1.641,-0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.302,71.0,71.246,60.178,66.366,71.0,76.0,16.946,98.21,0.0,55.94,54.221,90.0,17.224,39.308,2.219,0.0
24.992,24.992,6.889,6.889,1.487,0.355,0.064,0.0,0.0,0.0,0.0,0.203,0.005,0.012,0.032,0.042,0.01,0.007,0.11,0.077,0.095,0.322,5.555,1.487,5.4576,5.4576,5.28364,5.28364,0.17396,0.27255,0.04922,0.0,0.0,0.0,0.0,0.15591,0.00353,0.00936,0.02418,0.03203,0.00788,0.00555,0.08402,0.05868,0.07324,0.2468,4.26069,0.17396,0.165,0.11,1.065,0.366,4.338,0.0,0.0,0.94,0.268,0.781,0.147,2.252,0.037,0.819,-0.648,0.524,0.381,0.203,1.661,0.57,-1.692,-0.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.566,71.0,71.187,60.166,66.388,71.0,76.0,11.858,97.509,0.0,55.04,53.347,90.0,12.751,46.282,2.536,3.0
21.717,21.717,5.93,5.93,1.482,0.336,0.061,0.0,0.0,0.0,0.0,0.198,0.005,0.014,0.032,0.042,0.012,0.006,0.099,0.062,0.095,0.322,4.648,1.482,4.72206,4.72206,4.54869,4.54869,0.17337,0.25806,0.0466,0.0,0.0,0.0,0.0,0.15158,0.00353,0.01044,0.02418,0.03203,0.00884,0.00497,0.07608,0.04736,0.07324,0.2468,3.565,0.17337,0.147,0.123,0.907,0.312,4.104,0.0,0.0,0.822,0.268,0.68,0.132,2.145,0.038,0.828,-0.624,0.519,0.329,0.203,1.645,0.537,-1.652,-0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.331,71.0,71.146,60.393,66.419,71.0,76.0,11.9,96.807,0.0,55.04,53.86,93.0,12.751,44.063,2.536,5.0
6.37,6.37,1.434,1.434,1.477,0.321,0.058,0.0,0.0,0.0,0.0,0.209,0.005,0.015,0.032,0.042,0.009,0.005,0.084,0.077,0.093,0.315,0.17,1.477,1.27256,1.27256,1.09972,1.09972,0.17285,0.24642,0.04479,0.0,0.0,0.0,0.0,0.16024,0.00353,0.01116,0.02418,0.03203,0.00692,0.00406,0.06472,0.05868,0.07161,0.24131,0.13007,0.17285,0.12,0.096,0.812,0.279,3.894,0.0,0.0,0.723,0.265,0.671,0.135,2.174,0.038,0.739,-0.968,0.557,0.447,0.248,1.741,0.509,-1.681,-0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.003,71.0,71.097,60.418,66.453,71.0,76.0,13.598,95.806,0.0,53.96,53.301,96.0,13.869,64.351,0.951,5.0
